match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score,run_rate,wickets_in_hand
2023-05-17,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,53,2,6.9,25,16,45,174,7.6811594202898545,8
2023-05-28,Royal Challengers Bangalore,Chennai Super Kings,Dr. DY Patil Sports Academy,143,3,16.5,64,57,51,183,8.666666666666666,7
2023-05-11,Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,68,0,9.2,24,26,42,181,7.391304347826088,10
2023-05-16,Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,89,7,15.4,32,36,28,117,5.779220779220779,3
2023-05-21,Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,51,3,7.5,25,13,36,154,6.8,7
2023-05-01,Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,114,2,15.7,61,31,33,151,7.261146496815287,8
2023-05-01,Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,93,3,11.7,35,48,34,171,7.948717948717949,7
2023-04-10,Gujarat Titans,Chennai Super Kings,Eden Gardens,55,0,7.9,25,14,36,170,6.962025316455696,10
2023-04-18,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,117,4,15.4,53,36,33,156,7.597402597402597,6
2023-05-15,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,56,3,8.6,33,14,41,143,6.511627906976744,7
2023-04-20,Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,86,0,11.8,40,31,35,146,7.288135593220338,10
2023-04-22,Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,98,3,14.1,49,36,33,141,6.950354609929078,7
2023-05-04,Kolkata Knight Riders,Chennai Super Kings,Dr. DY Patil Sports Academy,52,1,7.2,23,13,39,179,7.222222222222222,9
2023-05-07,Lucknow Super Giants,Delhi Capitals,Dr. DY Patil Sports Academy,69,7,14.7,23,27,29,96,4.6938775510204085,3
2023-03-31,Punjab Kings,Chennai Super Kings,Wankhede Stadium,54,3,7.0,25,15,36,160,7.714285714285714,7
2023-04-22,Delhi Capitals,Gujarat Titans,Narendra Modi Stadium,100,4,12.7,57,31,45,181,7.874015748031496,6
2023-05-20,Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,107,5,18.0,58,34,29,121,5.944444444444445,5
2023-05-28,Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,57,0,7.6,24,17,36,175,7.5,10
2023-03-31,Lucknow Super Giants,Delhi Capitals,Wankhede Stadium,96,7,14.4,38,41,27,130,6.666666666666666,3
2023-04-30,Lucknow Super Giants,Sunrisers Hyderabad,Punjab Cricket Association Stadium,48,0,7.5,18,23,37,152,6.4,10
2023-05-24,Chennai Super Kings,Mumbai Indians,Punjab Cricket Association Stadium,123,0,14.2,60,31,48,200,8.661971830985916,10
2023-05-27,Punjab Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,111,5,15.5,56,30,40,156,7.161290322580645,5
2023-05-16,Delhi Capitals,Chennai Super Kings,Eden Gardens,90,2,11.4,41,28,48,190,7.894736842105263,8
2023-04-07,Punjab Kings,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,143,1,17.1,44,59,48,184,8.362573099415204,9
2023-05-19,Royal Challengers Bangalore,Mumbai Indians,Arun Jaitley Stadium,77,7,14.3,37,20,30,115,5.384615384615384,3
2023-04-08,Delhi Capitals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,106,2,15.2,53,28,32,148,6.973684210526316,8
2023-04-28,Delhi Capitals,Chennai Super Kings,Punjab Cricket Association Stadium,73,2,10.1,33,23,44,169,7.227722772277228,8
2023-05-04,Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,63,5,10.0,29,23,38,143,6.3,5
2023-04-16,Kolkata Knight Riders,Sunrisers Hyderabad,M. Chinnaswamy Stadium,52,0,5.5,22,19,45,219,9.454545454545455,10
2023-04-20,Chennai Super Kings,Punjab Kings,Wankhede Stadium,56,3,7.3,27,13,36,138,7.671232876712329,7
2023-05-21,Lucknow Super Giants,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,100,3,13.4,46,28,41,158,7.462686567164179,7
2023-05-29,Kolkata Knight Riders,Gujarat Titans,M. A. Chidambaram Stadium,91,2,11.1,35,28,52,223,8.198198198198199,8
2023-04-12,Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,132,0,14.6,72,40,46,188,9.04109589041096,10
2023-05-26,Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,60,1,6.2,22,28,52,213,9.67741935483871,9
2023-04-06,Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,97,7,15.1,51,30,27,127,6.423841059602649,3
2023-05-19,Punjab Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,83,4,13.7,40,29,27,126,6.0583941605839415,6
2023-04-21,Gujarat Titans,Mumbai Indians,Dr. DY Patil Sports Academy,111,3,13.7,36,43,36,166,8.102189781021899,7
2023-04-27,Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,81,3,10.6,28,35,43,175,7.6415094339622645,7
2023-05-13,Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,63,1,7.3,27,22,56,203,8.63013698630137,9
2023-04-16,Chennai Super Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,85,3,10.4,32,43,36,182,8.173076923076923,7
2023-04-05,Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,106,9,18.7,57,29,29,114,5.668449197860963,1
2023-04-29,Punjab Kings,Mumbai Indians,Dr. DY Patil Sports Academy,106,4,15.0,36,53,33,144,7.066666666666666,6
2023-04-19,Mumbai Indians,Chennai Super Kings,Narendra Modi Stadium,81,6,15.6,35,22,29,112,5.1923076923076925,4
2023-05-14,Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,93,0,13.3,47,20,39,172,6.992481203007518,10
2023-04-05,Punjab Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,96,1,10.8,53,26,54,196,8.888888888888888,9
2023-04-16,Delhi Capitals,Gujarat Titans,Sawai Mansingh Stadium,117,3,17.4,44,51,42,141,6.724137931034483,7
2023-05-02,Mumbai Indians,Rajasthan Royals,Eden Gardens,83,4,14.8,42,28,26,117,5.608108108108108,6
2023-04-06,Kolkata Knight Riders,Lucknow Super Giants,Wankhede Stadium,101,3,15.3,55,29,36,145,6.601307189542483,7
2023-05-29,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,75,2,9.9,35,29,40,160,7.575757575757575,8
2023-05-12,Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association Stadium,89,2,13.1,35,36,40,149,6.793893129770993,8
2023-05-07,Royal Challengers Bangalore,Punjab Kings,Dr. DY Patil Sports Academy,101,0,11.3,59,25,44,202,8.938053097345133,10
2023-04-07,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,63,0,8.1,29,16,46,188,7.777777777777778,10
2023-04-26,Lucknow Super Giants,Delhi Capitals,Narendra Modi Stadium,138,1,16.2,67,46,44,185,8.518518518518519,9
2023-05-18,Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association Stadium,49,1,7.3,26,15,38,158,6.712328767123288,9
2023-04-26,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,87,3,14.2,45,32,35,134,6.126760563380282,7
2023-05-06,Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,45,2,5.3,24,12,45,198,8.49056603773585,8
2023-04-11,Sunrisers Hyderabad,Kolkata Knight Riders,Narendra Modi Stadium,59,0,6.9,22,24,47,247,8.550724637681158,10
2023-05-02,Chennai Super Kings,Punjab Kings,Eden Gardens,57,0,8.6,31,16,43,154,6.627906976744186,10
2023-04-16,Gujarat Titans,Chennai Super Kings,Dr. DY Patil Sports Academy,124,0,14.4,56,31,52,189,8.61111111111111,10
2023-05-29,Gujarat Titans,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,109,1,16.4,59,35,28,136,6.646341463414635,9
2023-05-28,Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,62,2,8.8,29,24,32,134,7.045454545454545,8
2023-05-20,Sunrisers Hyderabad,Delhi Capitals,Dr. DY Patil Sports Academy,74,0,9.0,26,29,40,174,8.222222222222221,10
2023-04-10,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,95,4,15.3,40,28,38,135,6.209150326797386,6
2023-05-07,Delhi Capitals,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,45,1,5.2,21,19,45,186,8.653846153846153,9
2023-05-24,Gujarat Titans,Punjab Kings,Sawai Mansingh Stadium,81,3,10.4,35,29,38,154,7.788461538461538,7
2023-04-13,Kolkata Knight Riders,Royal Challengers Bangalore,M. Chinnaswamy Stadium,106,5,13.8,43,37,48,180,7.6811594202898545,5
2023-05-20,Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,72,0,10.3,23,31,38,188,6.990291262135922,10
2023-05-21,Mumbai Indians,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,102,1,12.6,50,34,37,168,8.095238095238095,9
2023-05-08,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,61,1,6.3,23,30,46,193,9.682539682539684,9
2023-04-30,Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,142,0,17.8,45,59,33,163,7.97752808988764,10
2023-05-01,Delhi Capitals,Mumbai Indians,Dr. DY Patil Sports Academy,97,0,11.2,46,34,48,222,8.660714285714286,10
2023-04-26,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,88,5,14.2,38,39,38,129,6.19718309859155,5
2023-04-19,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,100,2,12.1,36,43,49,192,8.264462809917356,8
2023-04-21,Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,100,3,16.3,42,33,26,127,6.134969325153374,7
2023-04-09,Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,138,2,16.1,69,31,55,198,8.571428571428571,8
2023-04-17,Kolkata Knight Riders,Delhi Capitals,Punjab Cricket Association Stadium,117,4,18.5,64,34,30,128,6.324324324324325,6
2023-03-31,Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,95,1,10.1,40,25,42,202,9.405940594059405,9
2023-04-20,Rajasthan Royals,Lucknow Super Giants,Narendra Modi Stadium,69,5,13.1,36,18,22,103,5.2671755725190845,5
2023-05-16,Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,116,6,16.3,44,47,39,148,7.116564417177914,4
2023-04-17,Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,153,1,18.4,75,33,48,178,8.315217391304348,9
2023-05-06,Kolkata Knight Riders,Gujarat Titans,M. A. Chidambaram Stadium,91,2,11.4,38,30,37,158,7.982456140350877,8
2023-05-20,Punjab Kings,Lucknow Super Giants,Punjab Cricket Association Stadium,106,3,15.8,41,41,38,149,6.70886075949367,7
2023-04-01,Royal Challengers Bangalore,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,96,3,11.2,47,20,42,198,8.571428571428571,7
2023-05-25,Punjab Kings,Gujarat Titans,Punjab Cricket Association Stadium,77,2,9.1,43,19,50,207,8.461538461538462,8
2023-04-05,Lucknow Super Giants,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,114,3,14.4,43,46,40,183,7.916666666666666,7
2023-04-04,Royal Challengers Bangalore,Punjab Kings,Punjab Cricket Association Stadium,97,5,12.7,44,40,36,149,7.637795275590552,5
2023-04-20,Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,121,5,17.4,57,31,44,150,6.954022988505748,5
2023-04-12,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,78,0,7.6,24,31,50,222,10.263157894736842,10
2023-05-12,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,61,2,7.4,21,30,51,205,8.243243243243242,8
2023-04-01,Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,40,1,5.7,20,11,30,151,7.017543859649122,9
2023-04-07,Royal Challengers Bangalore,Kolkata Knight Riders,M. A. Chidambaram Stadium,115,9,18.6,41,48,26,123,6.182795698924731,1
2023-05-30,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,83,3,10.5,43,20,48,186,7.904761904761905,7
2023-05-14,Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,48,1,5.2,22,11,41,168,9.23076923076923,9
2023-04-30,Mumbai Indians,Lucknow Super Giants,Dr. DY Patil Sports Academy,110,4,16.6,36,44,42,150,6.626506024096385,6
2023-04-11,Punjab Kings,Chennai Super Kings,Eden Gardens,45,0,5.4,19,20,40,193,8.333333333333332,10
2023-04-02,Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,87,6,12.8,25,37,42,143,6.796875,4
2023-04-30,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,74,4,11.4,39,19,30,137,6.491228070175438,6
2023-05-12,Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,103,3,15.9,39,49,36,145,6.477987421383648,7
2023-05-09,Chennai Super Kings,Kolkata Knight Riders,Arun Jaitley Stadium,66,2,8.6,30,24,41,178,7.674418604651163,8
2023-04-27,Punjab Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,155,0,15.7,81,46,64,226,9.872611464968154,10
2023-04-15,Royal Challengers Bangalore,Rajasthan Royals,Narendra Modi Stadium,41,1,5.2,21,12,41,187,7.884615384615384,9
2023-05-04,Sunrisers Hyderabad,Chennai Super Kings,M. Chinnaswamy Stadium,100,5,14.5,48,26,36,151,6.896551724137931,5
2023-04-21,Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,103,6,16.3,34,39,32,131,6.319018404907975,4
2023-05-25,Punjab Kings,Delhi Capitals,Punjab Cricket Association Stadium,122,0,11.3,58,31,67,255,10.79646017699115,10
2023-05-19,Mumbai Indians,Kolkata Knight Riders,Narendra Modi Stadium,74,6,12.6,38,21,29,119,5.8730158730158735,4
2023-04-23,Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,121,3,14.2,60,28,47,195,8.52112676056338,7
2023-05-30,Rajasthan Royals,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,116,6,18.1,57,26,25,128,6.4088397790055245,4
2023-05-29,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,122,2,15.9,66,37,49,173,7.672955974842767,8
2023-04-25,Lucknow Super Giants,Kolkata Knight Riders,Arun Jaitley Stadium,128,1,17.1,48,44,43,162,7.485380116959064,9
2023-04-09,Delhi Capitals,Punjab Kings,Wankhede Stadium,107,4,14.2,41,46,38,159,7.535211267605634,6
2023-04-09,Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,181,0,18.8,70,60,52,203,9.627659574468085,10
2023-05-18,Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,47,2,6.5,22,14,37,158,7.230769230769231,8
2023-05-23,Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,76,2,9.8,35,19,35,160,7.755102040816326,8
2023-04-06,Sunrisers Hyderabad,Gujarat Titans,Dr. DY Patil Sports Academy,109,6,17.1,37,53,27,130,6.374269005847952,4
2023-04-06,Chennai Super Kings,Kolkata Knight Riders,Narendra Modi Stadium,94,5,13.4,45,27,34,150,7.014925373134328,5
2023-05-03,Mumbai Indians,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,110,0,14.7,45,45,35,152,7.482993197278912,10
2023-05-27,Delhi Capitals,Punjab Kings,Narendra Modi Stadium,77,1,10.1,35,22,43,185,7.623762376237624,9
2023-05-25,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,139,2,15.9,62,44,51,197,8.742138364779874,8
2023-04-06,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,108,2,14.0,51,42,37,155,7.714285714285714,8
2023-04-10,Punjab Kings,Mumbai Indians,M. A. Chidambaram Stadium,69,2,7.8,35,20,47,196,8.846153846153847,8
2023-04-05,Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,56,2,7.1,21,28,50,193,7.887323943661972,8
2023-05-06,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,80,0,11.4,29,42,32,157,7.017543859649122,10
2023-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Wankhede Stadium,94,0,9.3,41,32,65,222,10.10752688172043,10
2023-04-25,Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,105,5,15.2,54,26,43,152,6.907894736842105,5
2023-04-08,Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,140,0,13.4,60,51,50,236,10.44776119402985,10
2023-05-15,Gujarat Titans,Kolkata Knight Riders,Punjab Cricket Association Stadium,71,0,8.9,24,33,52,180,7.97752808988764,10
2023-05-27,Punjab Kings,Sunrisers Hyderabad,Eden Gardens,44,1,5.9,24,11,44,192,7.4576271186440675,9
2023-05-30,Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,103,4,14.6,45,33,43,153,7.054794520547945,6
2023-05-13,Lucknow Super Giants,Punjab Kings,Wankhede Stadium,175,0,19.1,87,38,50,190,9.162303664921465,10
2023-04-15,Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,43,1,5.4,16,14,43,203,7.962962962962963,9
2023-04-30,Royal Challengers Bangalore,Punjab Kings,Eden Gardens,45,2,6.4,14,19,32,136,7.03125,8
2023-04-05,Punjab Kings,Sunrisers Hyderabad,M. A. Chidambaram Stadium,108,0,12.6,53,34,36,176,8.571428571428571,10
2023-04-20,Rajasthan Royals,Delhi Capitals,Wankhede Stadium,133,5,16.6,57,40,35,163,8.012048192771084,5
2023-05-28,Royal Challengers Bangalore,Punjab Kings,Dr. DY Patil Sports Academy,64,3,7.6,20,26,51,171,8.421052631578947,7
2023-05-20,Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,55,1,6.6,18,21,36,171,8.333333333333334,9
2023-05-12,Gujarat Titans,Rajasthan Royals,Punjab Cricket Association Stadium,89,8,18.7,44,20,24,95,4.759358288770054,2
2023-05-28,Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,53,2,6.3,24,19,49,184,8.412698412698413,8
2023-05-18,Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,62,3,10.9,25,19,31,142,5.6880733944954125,7
2023-05-19,Mumbai Indians,Gujarat Titans,Wankhede Stadium,70,0,7.7,34,26,51,211,9.09090909090909,10
2023-04-19,Rajasthan Royals,Kolkata Knight Riders,Narendra Modi Stadium,178,0,19.0,77,62,57,192,9.368421052631579,10
2023-04-13,Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,94,5,17.9,41,28,21,107,5.251396648044693,5
2023-05-29,Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,110,5,14.6,48,46,45,151,7.534246575342466,5
2023-05-12,Delhi Capitals,Rajasthan Royals,Dr. DY Patil Sports Academy,98,4,15.3,40,43,37,138,6.405228758169934,6
2023-05-27,Kolkata Knight Riders,Sunrisers Hyderabad,M. Chinnaswamy Stadium,90,5,13.7,33,43,37,131,6.569343065693431,5
2023-05-20,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,108,1,12.8,61,28,42,177,8.4375,9
2023-04-06,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,112,8,18.8,36,53,31,119,5.957446808510638,2
2023-04-05,Chennai Super Kings,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,106,3,13.9,54,36,40,182,7.625899280575539,7
2023-04-02,Lucknow Super Giants,Mumbai Indians,Eden Gardens,80,2,9.9,35,24,40,147,8.080808080808081,8
2023-04-11,Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association Stadium,36,1,5.4,16,12,29,145,6.666666666666666,9
2023-04-26,Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,115,2,14.0,54,26,47,166,8.214285714285714,8
2023-04-24,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,119,0,16.1,66,32,47,166,7.391304347826086,10
2023-04-28,Kolkata Knight Riders,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,67,3,8.6,35,17,35,161,7.790697674418605,7
2023-04-24,Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,92,6,15.7,44,28,31,125,5.859872611464969,4
2023-04-22,Kolkata Knight Riders,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,112,7,17.8,44,42,30,126,6.2921348314606735,3
2023-04-13,Kolkata Knight Riders,Lucknow Super Giants,Dr. DY Patil Sports Academy,79,3,10.3,36,25,35,151,7.6699029126213585,7
2023-04-19,Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,60,2,7.9,25,20,33,153,7.594936708860759,8
2023-05-12,Royal Challengers Bangalore,Delhi Capitals,Dr. DY Patil Sports Academy,107,6,16.2,38,39,30,138,6.604938271604938,4
2023-05-09,Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,100,1,14.8,36,50,41,150,6.756756756756756,9
2023-04-09,Kolkata Knight Riders,Delhi Capitals,M. A. Chidambaram Stadium,83,2,10.3,40,25,38,172,8.058252427184465,8
2023-04-09,Royal Challengers Bangalore,Rajasthan Royals,M. A. Chidambaram Stadium,84,4,12.7,42,27,31,132,6.614173228346457,6
2023-05-30,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,134,2,16.0,67,39,45,188,8.375,8
2023-05-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,117,9,19.1,42,41,27,123,6.12565445026178,1
2023-04-07,Kolkata Knight Riders,Punjab Kings,M. Chinnaswamy Stadium,141,1,15.3,66,46,50,210,9.215686274509803,9
2023-05-02,Delhi Capitals,Gujarat Titans,Wankhede Stadium,85,1,12.1,34,30,35,150,7.024793388429752,9
2023-04-29,Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,36,2,5.5,12,14,34,152,6.545454545454546,8
2023-04-24,Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,100,6,17.4,54,34,31,120,5.74712643678161,4
2023-05-28,Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,178,0,18.0,54,74,48,206,9.88888888888889,10
2023-05-25,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,122,5,15.7,52,36,48,176,7.770700636942675,5
2023-04-06,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,140,3,15.2,63,39,38,192,9.210526315789474,7
2023-05-15,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,95,3,14.1,49,35,30,141,6.73758865248227,7
2023-04-03,Sunrisers Hyderabad,Royal Challengers Bangalore,Sawai Mansingh Stadium,45,0,5.1,22,16,40,174,8.823529411764707,10
2023-05-24,Punjab Kings,Kolkata Knight Riders,Eden Gardens,69,4,10.7,26,30,29,121,6.4485981308411215,6
2023-05-26,Delhi Capitals,Lucknow Super Giants,Eden Gardens,52,0,5.9,23,13,45,232,8.813559322033898,10
2023-05-17,Chennai Super Kings,Punjab Kings,Dr. DY Patil Sports Academy,112,5,16.2,57,42,40,148,6.913580246913581,5
2023-04-23,Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association Stadium,63,1,9.5,27,25,41,162,6.631578947368421,9
2023-04-25,Sunrisers Hyderabad,Lucknow Super Giants,Punjab Cricket Association Stadium,44,3,7.2,15,16,40,130,6.111111111111111,7
2023-05-20,Royal Challengers Bangalore,Lucknow Super Giants,Dr. DY Patil Sports Academy,120,3,18.7,43,43,26,130,6.4171122994652405,7
2023-05-05,Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,71,5,12.1,33,28,33,127,5.867768595041323,5
2023-05-15,Sunrisers Hyderabad,Delhi Capitals,Eden Gardens,63,3,8.4,21,22,33,152,7.5,7
2023-04-07,Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,79,2,9.1,42,18,36,167,8.681318681318682,8
2023-04-20,Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association Stadium,99,8,16.4,55,27,38,130,6.036585365853659,2
2023-05-15,Lucknow Super Giants,Kolkata Knight Riders,Arun Jaitley Stadium,88,3,12.1,39,37,31,149,7.272727272727273,7
2023-05-27,Delhi Capitals,Chennai Super Kings,Punjab Cricket Association Stadium,86,1,10.6,41,21,33,170,8.11320754716981,9
2023-05-22,Lucknow Super Giants,Sunrisers Hyderabad,Sawai Mansingh Stadium,59,2,7.1,29,15,37,180,8.309859154929578,8
2023-05-08,Chennai Super Kings,Delhi Capitals,Wankhede Stadium,124,3,15.7,47,45,45,172,7.898089171974522,7
2023-04-18,Mumbai Indians,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,53,3,6.1,21,20,38,178,8.688524590163935,7
2023-04-29,Delhi Capitals,Kolkata Knight Riders,Dr. DY Patil Sports Academy,89,1,11.6,26,36,37,163,7.672413793103448,9
2023-04-24,Gujarat Titans,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,76,6,14.4,38,26,25,104,5.277777777777778,4
2023-05-16,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,126,2,18.4,52,59,40,143,6.847826086956522,8
2023-05-18,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,91,4,12.9,43,33,29,139,7.054263565891473,6
2023-05-25,Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,38,2,5.8,15,17,27,117,6.551724137931035,8
2023-05-25,Royal Challengers Bangalore,Gujarat Titans,Narendra Modi Stadium,65,3,9.7,31,20,38,144,6.701030927835052,7
2023-04-13,Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,92,0,10.1,36,44,41,219,9.10891089108911,10
2023-04-18,Delhi Capitals,Gujarat Titans,Narendra Modi Stadium,112,1,12.4,38,45,56,211,9.032258064516128,9
2023-04-28,Lucknow Super Giants,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,60,0,8.0,33,17,33,170,7.5,10
2023-05-13,Kolkata Knight Riders,Delhi Capitals,Narendra Modi Stadium,78,5,11.7,32,35,35,137,6.666666666666667,5
2023-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,107,7,15.4,42,35,37,155,6.948051948051948,3
2023-04-15,Chennai Super Kings,Lucknow Super Giants,Wankhede Stadium,192,0,17.4,83,86,54,224,11.03448275862069,10
2023-04-13,Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,44,3,6.1,13,17,31,159,7.213114754098361,7
2023-05-28,Kolkata Knight Riders,Chennai Super Kings,Wankhede Stadium,96,7,17.8,43,37,33,109,5.393258426966292,3
2023-05-06,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,54,3,8.1,28,15,33,133,6.666666666666667,7
2023-04-04,Delhi Capitals,Lucknow Super Giants,Punjab Cricket Association Stadium,47,2,7.9,19,21,31,138,5.949367088607595,8
2023-05-23,Rajasthan Royals,Gujarat Titans,Punjab Cricket Association Stadium,116,0,16.5,57,31,37,162,7.03030303030303,10
2023-05-04,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,73,4,10.9,27,28,40,157,6.697247706422018,6
2023-04-23,Rajasthan Royals,Chennai Super Kings,Dr. DY Patil Sports Academy,62,1,8.7,30,18,44,152,7.126436781609196,9
