match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score
2023-05-27,Kolkata Knight Riders,Sunrisers Hyderabad,M. Chinnaswamy Stadium,90,5,13.7,33,43,37,131
2023-05-20,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,108,1,12.8,61,28,42,177
2023-04-06,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,112,8,18.8,36,53,31,119
2023-04-05,Chennai Super Kings,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,106,3,13.9,54,36,40,182
2023-04-02,Lucknow Super Giants,Mumbai Indians,Eden Gardens,80,2,9.9,35,24,40,147
2023-04-11,Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association Stadium,36,1,5.4,16,12,29,145
2023-04-26,Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,115,2,14.0,54,26,47,166
2023-04-24,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,119,0,16.1,66,32,47,166
2023-04-28,Kolkata Knight Riders,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,67,3,8.6,35,17,35,161
2023-04-24,Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,92,6,15.7,44,28,31,125
2023-04-22,Kolkata Knight Riders,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,112,7,17.8,44,42,30,126
2023-04-13,Kolkata Knight Riders,Lucknow Super Giants,Dr. DY Patil Sports Academy,79,3,10.3,36,25,35,151
2023-04-19,Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,60,2,7.9,25,20,33,153
2023-05-12,Royal Challengers Bangalore,Delhi Capitals,Dr. DY Patil Sports Academy,107,6,16.2,38,39,30,138
2023-05-09,Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,100,1,14.8,36,50,41,150
2023-04-09,Kolkata Knight Riders,Delhi Capitals,M. A. Chidambaram Stadium,83,2,10.3,40,25,38,172
2023-04-09,Royal Challengers Bangalore,Rajasthan Royals,M. A. Chidambaram Stadium,84,4,12.7,42,27,31,132
2023-05-30,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,134,2,16.0,67,39,45,188
2023-05-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,117,9,19.1,42,41,27,123
2023-04-07,Kolkata Knight Riders,Punjab Kings,M. Chinnaswamy Stadium,141,1,15.3,66,46,50,210
2023-05-02,Delhi Capitals,Gujarat Titans,Wankhede Stadium,85,1,12.1,34,30,35,150
2023-04-29,Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,36,2,5.5,12,14,34,152
2023-04-24,Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,100,6,17.4,54,34,31,120
2023-05-28,Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,178,0,18.0,54,74,48,206
2023-05-25,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,122,5,15.7,52,36,48,176
2023-04-06,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,140,3,15.2,63,39,38,192
2023-05-15,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,95,3,14.1,49,35,30,141
2023-04-03,Sunrisers Hyderabad,Royal Challengers Bangalore,Sawai Mansingh Stadium,45,0,5.1,22,16,40,174
2023-05-24,Punjab Kings,Kolkata Knight Riders,Eden Gardens,69,4,10.7,26,30,29,121
2023-05-26,Delhi Capitals,Lucknow Super Giants,Eden Gardens,52,0,5.9,23,13,45,232
2023-05-17,Chennai Super Kings,Punjab Kings,Dr. DY Patil Sports Academy,112,5,16.2,57,42,40,148
2023-04-23,Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association Stadium,63,1,9.5,27,25,41,162
2023-04-25,Sunrisers Hyderabad,Lucknow Super Giants,Punjab Cricket Association Stadium,44,3,7.2,15,16,40,130
2023-05-20,Royal Challengers Bangalore,Lucknow Super Giants,Dr. DY Patil Sports Academy,120,3,18.7,43,43,26,130
2023-05-05,Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,71,5,12.1,33,28,33,127
2023-05-15,Sunrisers Hyderabad,Delhi Capitals,Eden Gardens,63,3,8.4,21,22,33,152
2023-04-07,Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,79,2,9.1,42,18,36,167
2023-04-20,Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association Stadium,99,8,16.4,55,27,38,130
2023-05-15,Lucknow Super Giants,Kolkata Knight Riders,Arun Jaitley Stadium,88,3,12.1,39,37,31,149
2023-05-27,Delhi Capitals,Chennai Super Kings,Punjab Cricket Association Stadium,86,1,10.6,41,21,33,170
2023-05-22,Lucknow Super Giants,Sunrisers Hyderabad,Sawai Mansingh Stadium,59,2,7.1,29,15,37,180
2023-05-08,Chennai Super Kings,Delhi Capitals,Wankhede Stadium,124,3,15.7,47,45,45,172
2023-04-18,Mumbai Indians,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,53,3,6.1,21,20,38,178
2023-04-29,Delhi Capitals,Kolkata Knight Riders,Dr. DY Patil Sports Academy,89,1,11.6,26,36,37,163
2023-04-24,Gujarat Titans,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,76,6,14.4,38,26,25,104
2023-05-16,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,126,2,18.4,52,59,40,143
2023-05-18,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,91,4,12.9,43,33,29,139
2023-05-25,Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,38,2,5.8,15,17,27,117
2023-05-25,Royal Challengers Bangalore,Gujarat Titans,Narendra Modi Stadium,65,3,9.7,31,20,38,144
2023-04-13,Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,92,0,10.1,36,44,41,219
2023-04-18,Delhi Capitals,Gujarat Titans,Narendra Modi Stadium,112,1,12.4,38,45,56,211
2023-04-28,Lucknow Super Giants,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,60,0,8.0,33,17,33,170
2023-05-13,Kolkata Knight Riders,Delhi Capitals,Narendra Modi Stadium,78,5,11.7,32,35,35,137
2023-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,107,7,15.4,42,35,37,155
2023-04-15,Chennai Super Kings,Lucknow Super Giants,Wankhede Stadium,192,0,17.4,83,86,54,224
2023-04-13,Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,44,3,6.1,13,17,31,159
2023-05-28,Kolkata Knight Riders,Chennai Super Kings,Wankhede Stadium,96,7,17.8,43,37,33,109
2023-05-06,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,54,3,8.1,28,15,33,133
2023-04-04,Delhi Capitals,Lucknow Super Giants,Punjab Cricket Association Stadium,47,2,7.9,19,21,31,138
2023-05-23,Rajasthan Royals,Gujarat Titans,Punjab Cricket Association Stadium,116,0,16.5,57,31,37,162
2023-05-04,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,73,4,10.9,27,28,40,157
2023-04-23,Rajasthan Royals,Chennai Super Kings,Dr. DY Patil Sports Academy,62,1,8.7,30,18,44,152
2023-05-25,Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,124,2,14.2,70,40,53,204
2023-05-02,Gujarat Titans,Mumbai Indians,Sawai Mansingh Stadium,50,0,6.5,27,16,44,189
2023-05-23,Punjab Kings,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,75,6,12.6,38,25,39,124
2023-05-14,Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,81,7,16.6,34,38,24,98
2023-05-22,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,49,0,5.5,17,23,46,228
2023-03-31,Lucknow Super Giants,Delhi Capitals,Narendra Modi Stadium,80,1,10.6,41,28,41,196
2023-04-22,Mumbai Indians,Delhi Capitals,Punjab Cricket Association Stadium,121,6,17.5,54,40,42,150
2023-04-24,Mumbai Indians,Sunrisers Hyderabad,M. A. Chidambaram Stadium,67,4,11.9,34,23,23,113
2023-04-30,Mumbai Indians,Punjab Kings,M. Chinnaswamy Stadium,95,5,13.0,29,44,31,160
2023-04-28,Chennai Super Kings,Gujarat Titans,Eden Gardens,81,5,11.7,40,25,32,131
2023-04-28,Delhi Capitals,Royal Challengers Bangalore,Wankhede Stadium,75,2,9.2,28,38,42,182
2023-05-11,Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,83,1,9.4,33,38,45,206
2023-04-08,Royal Challengers Bangalore,Mumbai Indians,Punjab Cricket Association Stadium,71,6,12.2,34,22,32,120
2023-05-05,Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,44,2,6.3,22,10,30,121
2023-04-12,Sunrisers Hyderabad,Gujarat Titans,Narendra Modi Stadium,84,3,13.1,32,29,34,132
2023-05-14,Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,44,0,5.9,14,21,44,194
2023-05-21,Kolkata Knight Riders,Lucknow Super Giants,Punjab Cricket Association Stadium,83,1,11.9,38,30,42,153
2023-05-25,Chennai Super Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,152,1,19.4,84,45,38,156
2023-04-27,Mumbai Indians,Punjab Kings,Rajiv Gandhi International Cricket Stadium,44,2,5.4,22,12,37,187
2023-05-02,Rajasthan Royals,Royal Challengers Bangalore,Arun Jaitley Stadium,89,2,13.7,38,34,35,155
2023-04-02,Punjab Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,68,2,9.1,25,26,47,174
2023-05-14,Lucknow Super Giants,Gujarat Titans,Dr. DY Patil Sports Academy,80,6,13.7,31,26,28,116
2023-04-17,Delhi Capitals,Lucknow Super Giants,Dr. DY Patil Sports Academy,100,2,12.4,34,40,52,180
2023-04-17,Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,130,2,16.1,58,37,47,175
2023-05-03,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,120,3,14.3,61,30,50,184
2023-05-29,Lucknow Super Giants,Sunrisers Hyderabad,Sawai Mansingh Stadium,72,2,10.0,41,22,47,165
2023-05-29,Sunrisers Hyderabad,Lucknow Super Giants,Sawai Mansingh Stadium,98,2,13.5,51,22,40,157
2023-04-20,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,46,0,6.8,18,14,29,135
2023-04-02,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,47,2,6.6,20,14,42,165
2023-04-01,Gujarat Titans,Punjab Kings,Arun Jaitley Stadium,47,3,7.5,17,23,36,145
2023-04-06,Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,47,4,8.5,15,19,25,106
2023-04-24,Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,49,0,6.5,23,11,46,186
2023-04-13,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,84,0,10.0,42,30,41,197
2023-04-24,Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,57,2,8.2,20,22,38,159
2023-04-15,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,76,2,10.6,31,27,36,146
2023-05-28,Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,70,1,7.4,33,20,40,202
2023-04-03,Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,88,7,18.5,45,23,21,94
2023-05-25,Chennai Super Kings,Mumbai Indians,Dr. DY Patil Sports Academy,104,2,14.5,36,44,29,150
2023-05-19,Chennai Super Kings,Delhi Capitals,Eden Gardens,79,6,12.7,29,36,39,129
2023-05-19,Delhi Capitals,Gujarat Titans,Wankhede Stadium,99,0,12.3,51,27,37,178
2023-04-29,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,102,3,15.3,50,22,29,139
2023-05-18,Rajasthan Royals,Gujarat Titans,Sawai Mansingh Stadium,111,7,15.5,49,35,41,158
2023-04-26,Royal Challengers Bangalore,Gujarat Titans,Punjab Cricket Association Stadium,55,0,6.8,20,21,45,188
2023-04-20,Sunrisers Hyderabad,Kolkata Knight Riders,Wankhede Stadium,69,1,8.1,25,32,51,198
2023-05-27,Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association Stadium,71,5,10.8,29,26,27,152
2023-04-18,Punjab Kings,Mumbai Indians,Narendra Modi Stadium,103,3,11.7,35,37,53,201
2023-05-24,Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,76,2,9.8,30,37,45,158
2023-05-03,Punjab Kings,Mumbai Indians,Punjab Cricket Association Stadium,76,4,10.8,23,33,37,154
2023-05-18,Gujarat Titans,Mumbai Indians,Sawai Mansingh Stadium,130,1,15.6,56,56,48,189
2023-05-18,Kolkata Knight Riders,Chennai Super Kings,Dr. DY Patil Sports Academy,64,3,10.6,19,25,30,131
2023-04-27,Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,32,0,5.0,17,9,29,143
2023-04-07,Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,128,2,13.9,54,41,57,210
2023-05-03,Royal Challengers Bangalore,Gujarat Titans,M. Chinnaswamy Stadium,112,3,16.7,44,44,35,146
2023-05-30,Lucknow Super Giants,Delhi Capitals,M. Chinnaswamy Stadium,59,1,6.5,30,13,47,199
2023-04-23,Rajasthan Royals,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,79,2,13.2,42,20,25,127
2023-05-22,Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,90,0,11.9,37,31,49,181
2023-04-27,Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,105,1,13.9,56,29,32,153
2023-04-27,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,143,0,19.4,70,37,42,151
2023-04-05,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,96,0,9.8,27,40,61,253
2023-05-01,Chennai Super Kings,Delhi Capitals,Dr. DY Patil Sports Academy,56,4,9.2,21,18,37,131
2023-05-01,Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,50,1,5.5,21,21,48,217
2023-05-21,Kolkata Knight Riders,Delhi Capitals,Narendra Modi Stadium,49,3,8.1,20,14,26,108
2023-04-04,Delhi Capitals,Punjab Kings,Narendra Modi Stadium,80,5,13.4,42,28,34,132
2023-05-27,Sunrisers Hyderabad,Mumbai Indians,Narendra Modi Stadium,49,1,7.3,27,15,33,154
2023-05-20,Punjab Kings,Sunrisers Hyderabad,Eden Gardens,117,6,16.8,65,33,31,140
2023-04-05,Sunrisers Hyderabad,Punjab Kings,Eden Gardens,43,0,5.6,25,12,43,198
2023-05-15,Punjab Kings,Lucknow Super Giants,Narendra Modi Stadium,48,1,5.0,15,19,48,213
2023-04-25,Gujarat Titans,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,137,0,16.2,62,48,50,182
2023-05-10,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,122,9,18.5,49,56,30,134
2023-05-12,Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,50,4,8.8,20,22,22,103
2023-05-04,Gujarat Titans,Rajasthan Royals,Wankhede Stadium,91,5,12.3,40,29,30,154
2023-04-18,Chennai Super Kings,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,94,2,13.1,34,31,34,142
2023-05-29,Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,82,6,14.7,35,34,33,122
2023-05-10,Chennai Super Kings,Lucknow Super Giants,Eden Gardens,156,0,17.7,83,49,41,182
2023-05-02,Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,53,2,6.8,17,20,47,165
2023-05-28,Lucknow Super Giants,Chennai Super Kings,M. A. Chidambaram Stadium,50,2,7.4,21,18,42,157
2023-05-20,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,80,6,16.3,41,24,29,104
2023-05-12,Sunrisers Hyderabad,Gujarat Titans,Punjab Cricket Association Stadium,68,5,10.6,21,26,34,138
2023-04-21,Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,112,1,17.5,56,33,35,138
2023-05-18,Punjab Kings,Chennai Super Kings,Dr. DY Patil Sports Academy,103,5,16.8,33,47,26,131
2023-05-14,Delhi Capitals,Rajasthan Royals,Eden Gardens,80,3,9.1,33,27,51,179
2023-04-11,Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,66,6,13.7,37,21,23,94
2023-04-05,Kolkata Knight Riders,Mumbai Indians,M. Chinnaswamy Stadium,81,4,9.5,35,22,54,202
2023-05-12,Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,133,0,15.9,47,47,48,184
2023-03-31,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,88,2,11.8,43,20,46,161
2023-05-28,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,78,5,11.8,45,23,34,144
2023-04-17,Lucknow Super Giants,Kolkata Knight Riders,Punjab Cricket Association Stadium,106,0,12.9,53,29,39,177
2023-05-07,Delhi Capitals,Lucknow Super Giants,Arun Jaitley Stadium,111,0,13.9,36,54,34,177
2023-05-06,Royal Challengers Bangalore,Chennai Super Kings,Arun Jaitley Stadium,50,0,6.9,14,20,36,152
2023-03-31,Kolkata Knight Riders,Chennai Super Kings,Wankhede Stadium,78,2,11.0,41,24,43,165
2023-05-13,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,109,2,17.4,62,32,35,137
2023-04-16,Mumbai Indians,Rajasthan Royals,Punjab Cricket Association Stadium,68,0,7.3,21,28,44,190
2023-04-30,Gujarat Titans,Chennai Super Kings,Dr. DY Patil Sports Academy,88,2,11.6,35,38,39,164
2023-05-27,Royal Challengers Bangalore,Mumbai Indians,Arun Jaitley Stadium,85,6,14.4,46,21,25,121
2023-04-17,Gujarat Titans,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,41,2,5.3,17,18,35,188
2023-05-06,Gujarat Titans,Royal Challengers Bangalore,Punjab Cricket Association Stadium,127,0,19.2,68,40,33,133
2023-05-16,Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,113,4,15.1,64,29,40,164
2023-05-26,Kolkata Knight Riders,Punjab Kings,Wankhede Stadium,113,5,17.4,40,46,41,132
2023-04-08,Kolkata Knight Riders,Rajasthan Royals,Wankhede Stadium,66,3,8.0,33,14,44,178
2023-04-23,Chennai Super Kings,Mumbai Indians,M. Chinnaswamy Stadium,46,2,5.2,25,12,46,212
2023-04-05,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,34,2,5.6,17,11,34,160
2023-05-26,Punjab Kings,Chennai Super Kings,M. A. Chidambaram Stadium,106,1,12.3,42,41,42,179
2023-04-06,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,55,1,7.8,26,14,32,135
2023-05-09,Royal Challengers Bangalore,Mumbai Indians,M. A. Chidambaram Stadium,112,3,15.5,62,33,36,154
2023-04-24,Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,54,0,5.5,24,14,44,180
2023-05-22,Royal Challengers Bangalore,Delhi Capitals,Sawai Mansingh Stadium,103,5,15.3,51,40,36,151
2023-05-20,Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,82,1,8.8,32,38,44,188
2023-05-07,Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,63,4,8.3,33,16,41,165
2023-05-04,Kolkata Knight Riders,Royal Challengers Bangalore,Arun Jaitley Stadium,117,8,18.2,46,36,27,127
2023-05-05,Royal Challengers Bangalore,Lucknow Super Giants,Wankhede Stadium,96,1,11.2,34,46,37,184
2023-04-05,Punjab Kings,Sunrisers Hyderabad,Eden Gardens,89,5,14.9,48,27,34,128
2023-04-10,Lucknow Super Giants,Chennai Super Kings,M. A. Chidambaram Stadium,87,7,15.0,41,32,28,123
2023-05-16,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,99,0,10.5,36,38,41,204
2023-05-04,Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association Stadium,59,6,12.6,27,22,28,99
2023-04-29,Mumbai Indians,Lucknow Super Giants,Dr. DY Patil Sports Academy,39,2,5.7,15,14,34,139
2023-05-06,Chennai Super Kings,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,61,2,7.2,19,27,40,169
2023-05-05,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,102,1,10.9,48,34,56,220
2023-05-30,Gujarat Titans,Royal Challengers Bangalore,Eden Gardens,54,1,5.9,22,24,49,255
2023-04-16,Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,115,7,18.8,52,32,27,122
2023-05-13,Chennai Super Kings,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,102,4,14.0,50,33,34,145
2023-05-18,Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,97,0,11.2,46,23,52,215
2023-04-22,Punjab Kings,Delhi Capitals,Wankhede Stadium,71,1,7.7,26,31,41,209
2023-04-30,Rajasthan Royals,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,119,4,16.5,64,31,29,142
2023-05-14,Gujarat Titans,Lucknow Super Giants,Eden Gardens,116,4,17.0,59,32,28,139
2023-04-03,Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,151,3,18.3,62,49,45,172
2023-05-21,Royal Challengers Bangalore,Chennai Super Kings,M. A. Chidambaram Stadium,48,3,6.4,23,17,41,169
2023-04-12,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,84,2,10.9,26,38,32,165
2023-05-01,Punjab Kings,Rajasthan Royals,M. A. Chidambaram Stadium,92,4,11.7,43,34,31,156
2023-05-21,Mumbai Indians,Chennai Super Kings,Narendra Modi Stadium,146,1,16.3,47,70,51,199
2023-05-16,Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,109,9,18.3,45,44,37,121
2023-05-25,Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,89,1,12.8,27,40,30,153
2023-04-10,Kolkata Knight Riders,Gujarat Titans,Eden Gardens,40,3,6.1,13,14,26,131
2023-05-04,Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,87,5,14.1,47,21,36,131
2023-04-27,Mumbai Indians,Lucknow Super Giants,Arun Jaitley Stadium,141,0,17.7,72,36,33,162
2023-04-29,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,51,1,6.4,16,22,40,156
2023-05-10,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,120,2,14.3,50,53,54,180
2023-05-20,Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,77,1,10.0,41,20,33,152
2023-05-16,Chennai Super Kings,Mumbai Indians,M. A. Chidambaram Stadium,81,7,14.7,38,31,35,111
2023-05-06,Royal Challengers Bangalore,Mumbai Indians,Punjab Cricket Association Stadium,126,9,19.4,59,44,41,131
2023-05-25,Delhi Capitals,Gujarat Titans,Dr. DY Patil Sports Academy,81,7,16.0,37,21,27,106
2023-05-06,Chennai Super Kings,Delhi Capitals,Wankhede Stadium,129,4,16.2,77,35,49,176
2023-04-14,Delhi Capitals,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,74,4,10.9,24,36,36,152
2023-04-26,Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,124,4,15.9,53,38,37,169
2023-05-27,Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,125,4,16.0,74,37,33,161
2023-04-21,Mumbai Indians,Gujarat Titans,Eden Gardens,80,2,10.9,28,38,39,174
2023-05-29,Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,82,3,12.0,45,26,41,156
2023-04-07,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,90,1,10.8,37,30,46,189
2023-04-30,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,105,6,14.7,57,24,30,143
2023-04-05,Kolkata Knight Riders,Punjab Kings,Wankhede Stadium,46,0,5.7,16,21,45,180
2023-04-26,Royal Challengers Bangalore,Gujarat Titans,Arun Jaitley Stadium,111,7,17.6,40,38,35,131
2023-05-08,Delhi Capitals,Rajasthan Royals,Eden Gardens,53,1,5.8,23,21,39,174
2023-05-17,Sunrisers Hyderabad,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,151,2,18.4,68,39,33,169
2023-04-12,Kolkata Knight Riders,Lucknow Super Giants,Punjab Cricket Association Stadium,74,1,8.4,28,34,43,185
2023-04-05,Sunrisers Hyderabad,Mumbai Indians,Arun Jaitley Stadium,119,2,17.3,44,42,31,146
2023-04-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Punjab Cricket Association Stadium,91,2,12.9,47,23,38,163
2023-04-10,Lucknow Super Giants,Punjab Kings,Wankhede Stadium,45,3,7.0,20,18,30,122
2023-05-23,Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,120,1,12.7,53,42,59,222
2023-05-26,Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,51,1,6.5,22,17,38,181
2023-04-28,Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,86,8,17.7,38,30,31,99
2023-04-28,Mumbai Indians,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,85,5,12.9,40,35,38,145
2023-04-25,Gujarat Titans,Royal Challengers Bangalore,Wankhede Stadium,82,0,10.3,30,37,36,169
2023-04-25,Punjab Kings,Mumbai Indians,Narendra Modi Stadium,111,3,12.8,38,48,36,182
2023-05-06,Royal Challengers Bangalore,Punjab Kings,Dr. DY Patil Sports Academy,94,3,10.8,42,33,49,200
2023-05-20,Gujarat Titans,Mumbai Indians,Eden Gardens,65,0,6.8,35,22,44,218
2023-05-15,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,110,4,14.4,51,41,42,164
2023-05-04,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,90,7,15.1,37,29,30,124
2023-04-11,Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,101,0,10.5,57,25,50,225
2023-05-09,Lucknow Super Giants,Rajasthan Royals,Sawai Mansingh Stadium,67,6,12.2,29,21,28,125
2023-05-13,Gujarat Titans,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,100,3,14.3,52,35,43,157
2023-04-21,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,112,2,14.8,48,47,37,157
2023-05-07,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,64,4,10.1,23,29,33,141
2023-05-25,Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,123,9,18.9,38,51,37,131
2023-05-29,Sunrisers Hyderabad,Royal Challengers Bangalore,Narendra Modi Stadium,68,4,10.6,30,19,31,131
2023-05-25,Gujarat Titans,Chennai Super Kings,Sawai Mansingh Stadium,99,5,15.3,37,41,32,135
2023-05-18,Sunrisers Hyderabad,Delhi Capitals,M. Chinnaswamy Stadium,68,1,8.3,39,19,49,198
2023-05-08,Sunrisers Hyderabad,Royal Challengers Bangalore,Wankhede Stadium,62,2,7.9,28,15,35,150
2023-04-20,Punjab Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,67,1,8.1,31,26,50,186
2023-05-24,Punjab Kings,Mumbai Indians,Wankhede Stadium,148,4,18.9,82,46,37,158
2023-04-11,Sunrisers Hyderabad,Rajasthan Royals,Dr. DY Patil Sports Academy,111,0,12.7,52,37,53,197
2023-04-15,Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,112,5,17.4,56,42,40,138
